"corpus","user/isabelle.gribomont/react2"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"desierto",218,381433,7.24704,19.46773,0.898
"jugada",118,309090,3.92271,15.77546,0.898
"experimento",252,406341,8.37731,20.73900,0.898
"supervisión",120,311505,3.98920,15.89872,0.897
"mineral",565,634628,18.78247,32.39040,0.897
"obras",153,335817,5.08623,17.13956,0.897
"romero",344,474583,11.43570,24.22196,0.897
"nombrar",1220,1110686,40.55684,56.68764,0.897
"procesar",358,485072,11.90110,24.75730,0.897
"albergar",525,606453,17.45274,30.95239,0.897
"regalar",585,650110,19.44734,33.18058,0.897
"determinar",5648,4327838,187.75822,220.88596,0.897
"poner",18927,13973048,629.19611,713.16205,0.897
"bordo",131,321119,4.35487,16.38940,0.897
"mario",680,720514,22.60545,36.77388,0.896
"soltar",335,469935,11.13651,23.98473,0.896
"precisión",379,501995,12.59921,25.62103,0.896
"pasivo",286,435014,9.50759,22.20242,0.896
"permiso",764,782588,25.39789,39.94204,0.896
"india",255,412803,8.47704,21.06881,0.896
"crucero",102,301584,3.39082,15.39237,0.896
"casi",7423,5623654,246.76509,287.02234,0.896
"conforme",751,773599,24.96573,39.48326,0.896
"copiar",239,401437,7.94515,20.48870,0.896
"suministro",452,556407,15.02598,28.39812,0.896
"flexible",208,379186,6.91461,19.35305,0.896
"leve",195,370072,6.48245,18.88788,0.896
"tanto",32733,24033629,1088.15332,1226.63806,0.896
"firmar",2168,1805602,72.07150,92.15504,0.895
"fusión",192,368711,6.38272,18.81842,0.895
"sensible",381,507219,12.66570,25.88765,0.895
"xviii",141,332792,4.68731,16.98517,0.895
"externo",1596,1392216,53.05632,71.05648,0.895
"herrera",176,358546,5.85082,18.29962,0.895
"numerar",200,376160,6.64866,19.19861,0.895
"patricio",141,333639,4.68731,17.02840,0.895
"mauricio",168,353553,5.58488,18.04478,0.894
"té",103,306368,3.42406,15.63653,0.894
"fluir",181,363256,6.01704,18.54001,0.894
"competente",304,452950,10.10597,23.11785,0.894
"arquitecto",414,533248,13.76273,27.21613,0.894
"ancho",731,764396,24.30086,39.01355,0.894
"inicio",2696,2196041,89.62396,112.08243,0.894
"deducir",200,378610,6.64866,19.32365,0.894
"corrección",138,333462,4.58758,17.01937,0.894
"colaborador",502,599464,16.68814,30.59569,0.894
"ronda",429,546548,14.26138,27.89494,0.893
"rafael",773,797529,25.69708,40.70461,0.893
"procesamiento",115,317948,3.82298,16.22756,0.893
"largo",7650,5812787,254.31133,296.67535,0.893
"vela",182,367224,6.05028,18.74253,0.893
"derivar",1602,1403029,53.25578,71.60836,0.893
"abuelo",695,742501,23.10410,37.89606,0.893
"entrar",5748,4429540,191.08253,226.07664,0.893
"fuerte",4025,3172667,133.80432,161.92786,0.893
"supuesto",528,621299,17.55247,31.71011,0.893
"esquina",391,521363,12.99813,26.60954,0.892
"eficiente",689,739278,22.90464,37.73157,0.892
"modalidad",831,842959,27.62519,43.02328,0.892
"oculto",305,459052,10.13921,23.42928,0.892
"imputar",374,509627,12.43300,26.01055,0.892
"inspirar",735,773235,24.43383,39.46468,0.892
"pendiente",968,943599,32.17952,48.15979,0.892
"motivación",376,511561,12.49949,26.10926,0.892
"moderar",220,397794,7.31353,20.30277,0.892
"molestia",147,344697,4.88677,17.59278,0.892
"específicamente",272,436020,9.04218,22.25377,0.892
"cruz",1763,1524891,58.60796,77.82800,0.892
"rodrigar",174,364567,5.78434,18.60692,0.892
"nube",389,521888,12.93165,26.63633,0.892
"separación",271,436021,9.00894,22.25382,0.892
"posicionar",213,393916,7.08083,20.10484,0.892
"federico",140,340599,4.65406,17.38363,0.892
"exitoso",486,593380,16.15625,30.28517,0.892
"margen",889,888007,29.55330,45.32246,0.891
"dama",108,317592,3.59028,16.20939,0.891
"presupuestario",113,321512,3.75649,16.40946,0.891
"alquilar",163,358263,5.41866,18.28517,0.891
"forestal",301,459642,10.00624,23.45939,0.891
"hueso",304,462090,10.10597,23.58434,0.891
"disminuir",1200,1117520,39.89197,57.03644,0.891
"establecer",7666,5845525,254.84322,298.34625,0.891
"maduro",431,556345,14.32787,28.39496,0.890
"predio",171,366303,5.68461,18.69552,0.890
"historiador",164,361220,5.45190,18.43609,0.890
"auténtico",742,784656,24.66654,40.04759,0.890
"traslado",463,580978,15.39165,29.65219,0.890
"equilibrar",192,382720,6.38272,19.53342,0.890
"jose",140,344743,4.65406,17.59513,0.890
"vega",193,383582,6.41596,19.57741,0.890
"descender",232,412276,7.71245,21.04191,0.890
"soledad",207,394163,6.88137,20.11745,0.890
"fallar",391,529376,12.99813,27.01851,0.890
"quizás",1470,1319546,48.86767,67.34752,0.890
"mención",293,458215,9.74029,23.38656,0.889
"tubo",192,384332,6.38272,19.61569,0.889
"cumpleaños",119,330973,3.95595,16.89233,0.889
"quirúrgico",114,327665,3.78974,16.72350,0.889
"perfección",100,317710,3.32433,16.21541,0.889
"incorporar",2617,2161726,86.99774,110.33105,0.889
"techo",567,660195,18.84896,33.69530,0.889
"impresión",749,793607,24.89924,40.50444,0.889
"martin",139,347207,4.62082,17.72089,0.889
"xx",591,678606,19.64680,34.63497,0.889
"apelación",102,320251,3.39082,16.34510,0.889
"guadalajara",219,406310,7.28028,20.73741,0.889
"párrafo",419,553618,13.92895,28.25578,0.888
"hierro",394,535798,13.09786,27.34628,0.888
"huir",408,546103,13.56327,27.87223,0.888
"acusado",128,340811,4.25514,17.39445,0.888
"criatura",136,346786,4.52109,17.69940,0.888
"limpio",796,830917,26.46168,42.40868,0.888
"farmacéutico",183,381708,6.08353,19.48177,0.888
"barato",885,896700,29.42033,45.76614,0.888
"vial",199,393860,6.61542,20.10199,0.888
"especialidad",455,581929,15.12571,29.70073,0.888
"aluminio",101,322308,3.35757,16.45009,0.888
"exceso",541,645285,17.98463,32.93432,0.888
"pata",191,388528,6.34947,19.82985,0.888
"únicamente",995,979107,33.07710,49.97206,0.887
"mandatario",299,468549,9.93975,23.91399,0.887
"uruguayo",130,344774,4.32163,17.59671,0.887
"transparente",154,362551,5.11947,18.50402,0.887
"captar",318,482980,10.57137,24.65053,0.887
"ahorro",797,835186,26.49492,42.62656,0.887
"árabe",368,520129,12.23354,26.54655,0.887
"pasta",192,390917,6.38272,19.95178,0.887
"bacteria",140,352835,4.65406,18.00814,0.887
"cruce",155,364442,5.15271,18.60054,0.887
"obispo",312,479816,10.37191,24.48904,0.887
"residir",371,523294,12.33327,26.70809,0.887
"transferir",137,351546,4.55433,17.94235,0.886
"peligroso",808,844701,26.86060,43.11219,0.886
"pastor",164,371846,5.45190,18.97843,0.886
"vigente",969,963435,32.21277,49.17218,0.886
"utilización",720,780507,23.93518,39.83583,0.886
"gigante",365,519705,12.13381,26.52491,0.886
"familiar",3495,2820194,116.18537,143.93820,0.886
"reemplazar",350,508864,11.63516,25.97161,0.886
"principal",8348,6388754,277.51517,326.07181,0.886
"resaltar",815,851222,27.09330,43.44501,0.886
"alterar",330,494817,10.97029,25.25467,0.886
"examinar",396,543434,13.16435,27.73601,0.886
"joya",107,331244,3.55703,16.90617,0.886
"aburrir",146,359938,4.85352,18.37066,0.886
"recordar",6785,5241829,225.55586,267.53458,0.886
"confesar",319,487445,10.60462,24.87842,0.886
"relevancia",207,405445,6.88137,20.69327,0.886
"rehabilitación",232,424534,7.71245,21.66754,0.885
"guillermo",399,547924,13.26408,27.96517,0.885
"dorar",360,519571,11.96759,26.51808,0.885
"proceder",1723,1522911,57.27822,77.72695,0.885
"diputados",136,354928,4.52109,18.11496,0.885
"presencia",3519,2845206,116.98322,145.21478,0.885
"risa",241,432441,8.01164,22.07110,0.885
"robert",114,338972,3.78974,17.30059,0.885
"vacío",679,755343,22.57221,38.55150,0.885
"listado",164,376504,5.45190,19.21616,0.885
"directorio",120,344265,3.98920,17.57074,0.884
"doméstico",321,492410,10.67110,25.13182,0.884
"listo",553,663280,18.38355,33.85275,0.884
"tradición",1308,1219607,43.48225,62.24680,0.884
"para",215323,158846513,7158.04932,8107.27246,0.884
"evolucionar",300,477730,9.97299,24.38258,0.884
"auditorio",120,345335,3.98920,17.62535,0.884
"lorenzo",170,382468,5.65136,19.52056,0.884
"preferencia",301,479458,10.00624,24.47077,0.884
"aproximadamente",1225,1161347,40.72305,59.27330,0.884
"mierda",108,338147,3.59028,17.25848,0.883
"fama",134,357462,4.45460,18.24429,0.883
"talla",138,360466,4.58758,18.39761,0.883
"artificial",318,493310,10.57137,25.17776,0.883
"antecedente",563,674250,18.71598,34.41265,0.883
"monumento",274,461280,9.10867,23.54299,0.883
"vendedor",299,480969,9.93975,24.54789,0.883
"salar",170,385859,5.65136,19.69363,0.883
"raza",613,713029,20.37815,36.39186,0.883
"ignacio",322,498440,10.70435,25.43958,0.883
"cuanto",6690,5198264,222.39774,265.31110,0.883
"navegar",152,373075,5.05298,19.04115,0.882
"consulta",1634,1467085,54.31957,74.87768,0.882
"nacer",3661,2963592,121.70376,151.25700,0.882
"tramitar",169,386002,5.61812,19.70093,0.882
"timar",205,412622,6.81488,21.05957,0.882
"loco",633,728697,21.04302,37.19153,0.882
"cuento",816,863835,27.12654,44.08876,0.882
"expectativa",709,785107,23.56951,40.07061,0.882
"transacción",124,353463,4.12217,18.04019,0.882
"grupo",14017,10613311,465.97150,541.68646,0.882
"queja",260,454146,8.64326,23.17889,0.882
"expedir",133,360531,4.42136,18.40093,0.882
"comuna",415,568980,13.79597,29.03983,0.882
"protector",168,386567,5.58488,19.72976,0.882
"descanso",553,671183,18.38355,34.25611,0.882
"dibujar",227,430867,7.54623,21.99076,0.882
"oportunidad",4474,3568733,148.73056,182.14244,0.882
"humedad",139,366162,4.62082,18.68832,0.881
"paular",147,372273,4.88677,19.00022,0.881
"japón",589,699006,19.58031,35.67615,0.881
"dictamen",112,346523,3.72325,17.68598,0.881
"inmigrante",236,438391,7.84542,22.37478,0.881
"circulación",359,529600,11.93435,27.02994,0.881
"alto",10984,8383613,365.14450,427.88623,0.881
"básico",2845,2367456,94.57722,120.83118,0.881
"moreno",582,694965,19.34761,35.46990,0.881
"maria",146,372702,4.85352,19.02211,0.881
"debate",1861,1643254,61.86580,83.86906,0.880
"clínica",294,484005,9.77353,24.70284,0.880
"cursar",226,433902,7.51299,22.14567,0.880
"lleno",1706,1529534,56.71309,78.06497,0.880
"funcional",423,580503,14.06192,29.62795,0.880
"requerir",4474,3579286,148.73056,182.68105,0.880
"encargado",213,425197,7.08083,21.70138,0.880
"experiencia",7934,6141231,263.75244,313.43863,0.880
"comarca",145,375000,4.82028,19.13940,0.880
"televisión",1772,1580815,58.90715,80.68227,0.879
"recuperación",962,981015,31.98006,50.06944,0.879
"mamá",306,495174,10.17245,25.27289,0.879
"nocturno",223,433790,7.41326,22.13995,0.879
"tercero",5455,4309847,181.34225,219.96771,0.879
"designar",637,740886,21.17599,37.81364,0.879
"experimental",105,346848,3.49055,17.70257,0.879
"entrega",1988,1741915,66.08770,88.90456,0.879
"identificación",516,651562,17.15355,33.25468,0.879
"noviembre",3237,2667442,107.60860,136.14198,0.879
"acabar",5260,4166631,174.85982,212.65820,0.879
"correctamente",309,498685,10.27218,25.45209,0.879
"promocionar",106,348300,3.52379,17.77668,0.879
"localización",120,359104,3.98920,18.32809,0.879
"privar",4170,3361769,138.62460,171.57933,0.879
"miguel",2098,1827139,69.74447,93.25426,0.878
"yo",15583,11827517,518.03052,603.65759,0.878
"iva",123,362870,4.08893,18.52031,0.878
"pc",489,634705,16.25598,32.39433,0.878
"motivar",568,693710,18.88220,35.40585,0.878
"diente",340,524590,11.30273,26.77424,0.878
"huevo",490,636240,16.28922,32.47268,0.878
"lugar",16017,12157697,532.45813,620.50946,0.878
"cabo",3893,3161803,129.41620,161.37338,0.878
"crónico",201,422454,6.68191,21.56138,0.878
"anillo",106,352149,3.52379,17.97312,0.878
"concurrir",185,411058,6.15001,20.97975,0.877
"tela",205,426242,6.81488,21.75471,0.877
"semanal",127,368883,4.22190,18.82720,0.877
"cocinar",205,426893,6.81488,21.78794,0.877
"diversidad",509,653324,16.92085,33.34462,0.877
"descubrimiento",222,440610,7.38001,22.48803,0.877
"procedente",569,699403,18.91544,35.69641,0.876
"auxiliar",363,546422,12.06732,27.88851,0.876
"excelencia",247,460217,8.21110,23.48874,0.876
"filosofía",835,897494,27.75816,45.80666,0.876
"complejo",2052,1802782,68.21527,92.01112,0.876
"trimestre",316,512239,10.50489,26.14386,0.876
"díaz",603,725710,20.04572,37.03908,0.876
"entretener",107,357008,3.55703,18.22112,0.876
"mañana",3793,3099463,126.09187,158.19165,0.876
"pequeño",8754,6789850,291.01193,346.54312,0.876
"revista",2133,1865739,70.90798,95.22434,0.875
"excesivo",251,465861,8.34407,23.77680,0.875
"barrera",353,541807,11.73489,27.65296,0.875
"contemplar",1275,1228445,42.38522,62.69788,0.875
"acondicionar",196,425505,6.51569,21.71710,0.875
"cruzar",1082,1085359,35.96926,55.39499,0.875
"obligación",1587,1461823,52.75714,74.60911,0.875
"combinación",667,777031,22.17329,39.65842,0.875
"profesión",486,642769,16.15625,32.80590,0.875
"lote",128,376243,4.25514,19.20284,0.875
"abordar",1187,1165246,39.45981,59.47229,0.875
"relación",9343,7239941,310.59222,369.51505,0.875
"marcelo",120,370561,3.98920,18.91284,0.874
"mínimo",3127,2610558,103.95184,133.23871,0.874
"portugués",154,396569,5.11947,20.24025,0.874
"pecho",404,583586,13.43030,29.78530,0.874
"inteligente",751,842341,24.96573,42.99174,0.874
"rutina",150,394500,4.98650,20.13465,0.874
"automáticamente",117,369917,3.88947,18.87997,0.874
"atribuir",506,659915,16.82112,33.68101,0.874
"salir",9399,7293900,312.45389,372.26901,0.873
"marítimo",164,406916,5.45190,20.76834,0.873
"cielo",982,1017211,32.64493,51.91682,0.873
"xvi",122,375835,4.05568,19.18202,0.873
"naranja",141,390018,4.68731,19.90590,0.873
"narrar",178,417985,5.91731,21.33329,0.873
"tomo",158,403072,5.25244,20.57215,0.873
"matemático",148,395712,4.92001,20.19651,0.873
"denominación",162,406485,5.38542,20.74635,0.873
"indicación",129,382517,4.28839,19.52306,0.873
"coincidir",1194,1177698,39.69251,60.10783,0.872
"rentabilidad",164,408816,5.45190,20.86532,0.872
"vos",231,458961,7.67920,23.42464,0.872
"anexo",280,495625,9.30813,25.29591,0.872
"aprovechar",2631,2250946,87.46315,114.88470,0.872
"santiago",1881,1691099,62.53067,86.31099,0.872
"fundar",1005,1038240,33.40953,52.99011,0.872
"reducir",3952,3240087,131.37756,165.36887,0.872
"vestir",1140,1139849,37.89737,58.17607,0.872
"contaminación",265,486974,8.80948,24.85438,0.871
"polvo",311,521705,10.33867,26.62699,0.871
"generar",5817,4638156,193.37633,236.72409,0.871
"patio",377,571373,12.53273,29.16197,0.871
"pez",223,456461,7.41326,23.29704,0.871
"religioso",1347,1297262,44.77874,66.21018,0.871
"israel",583,726365,19.38085,37.07251,0.871
"ritmo",1120,1129196,37.23251,57.63236,0.871
"resistente",107,371314,3.55703,18.95127,0.871
"especificar",495,662045,16.45544,33.78972,0.870
"diagnosticar",134,391947,4.45460,20.00435,0.870
"bono",331,539428,11.00354,27.53154,0.870
"alejar",977,1023198,32.47871,52.22239,0.870
"borde",275,499149,9.14191,25.47577,0.870
"luna",686,807466,22.80491,41.21178,0.870
"asesoramiento",105,372429,3.49055,19.00818,0.870
"toro",308,524498,10.23894,26.76954,0.870
"emergencia",714,828818,23.73572,42.30155,0.870
"conformidad",225,462705,7.47974,23.61572,0.869
"enlazar",101,370091,3.35757,18.88885,0.869
"us",220,459424,7.31353,23.44827,0.869
"bodega",202,446001,6.71515,22.76318,0.869
"tuyo",104,372956,3.45730,19.03508,0.869
"corona",199,444380,6.61542,22.68044,0.869
"reconocer",5572,4472150,185.23172,228.25139,0.869
"competir",603,748101,20.04572,38.18188,0.869
"renovación",248,482005,8.24434,24.60077,0.869
"depresión",132,395655,4.38812,20.19360,0.868
"bola",251,485331,8.34407,24.77052,0.868
"izquierdo",484,660110,16.08976,33.69096,0.868
"vidrio",108,378212,3.59028,19.30334,0.868
"básicamente",172,426385,5.71785,21.76201,0.868
"declarar",3174,2678621,105.51427,136.71254,0.868
"articular",794,893113,26.39519,45.58306,0.868
"daño",2191,1942646,72.83610,99.14955,0.868
"reporte",203,450704,6.74839,23.00321,0.868
"metodología",483,660863,16.05652,33.72939,0.868
"embarazar",129,396016,4.28839,20.21202,0.868
"infracción",181,435156,6.01704,22.20967,0.868
"eficacia",418,613153,13.89570,31.29435,0.867
"advertir",1353,1315344,44.97820,67.13306,0.867
"sorprendente",127,395244,4.22190,20.17262,0.867
"horno",132,399565,4.38812,20.39316,0.867
"seguidor",360,571318,11.96759,29.15916,0.867
"competitividad",115,387297,3.82298,19.76702,0.867
"llave",206,456082,6.84812,23.27770,0.867
"gracias",206,456169,6.84812,23.28214,0.867
"tutela",169,428589,5.61812,21.87450,0.867
"eficaz",703,829982,23.37005,42.36095,0.867
"cuidar",1640,1534627,54.51903,78.32491,0.867
"pecado",159,421648,5.28569,21.52024,0.866
"administración",3979,3293869,132.27513,168.11382,0.866
"gris",238,481731,7.91191,24.58678,0.866
"escolar",1257,1248033,41.78684,63.69761,0.866
"aconsejar",281,514474,9.34137,26.25793,0.866
"composición",528,700297,17.55247,35.74204,0.866
"perjuicio",411,612422,13.66300,31.25704,0.866
"metropolitano",198,452278,6.58218,23.08355,0.866
"iii",881,966057,29.28736,49.30601,0.866
"cuello",353,569083,11.73489,29.04509,0.866
"pesca",333,554055,11.07002,28.27808,0.866
"caballo",534,707296,17.75193,36.09926,0.865
"alegar",270,508895,8.97569,25.97319,0.865
"conmigo",334,557235,11.10327,28.44038,0.865
"pena",1942,1768400,64.55851,90.25631,0.865
"formar",5558,4491645,184.76633,229.24640,0.865
"juguete",127,402404,4.22190,20.53806,0.865
"utilidad",503,685848,16.72139,35.00459,0.865
"nivel",10694,8366016,355.50394,426.98810,0.864
"hipótesis",194,454126,6.44920,23.17787,0.864
"botella",257,501779,8.54353,25.61000,0.864
"bailar",264,507075,8.77623,25.88030,0.864
"embargo",7809,6194195,259.59702,316.14182,0.864
"técnica",2386,2106779,79.31853,107.52663,0.864
"gen",116,395752,3.85622,20.19855,0.864
"suspensión",365,583753,12.13381,29.79382,0.864
"pase",104,388724,3.45730,19.83985,0.863
"incidencia",300,536991,9.97299,27.40716,0.863
"pasar",24364,18696213,809.94000,954.22485,0.863
"biológico",321,553089,10.67110,28.22878,0.863
"bosque",794,910144,26.39519,46.45230,0.863
"mercedes",114,397013,3.78974,20.26291,0.863
"saludo",1879,1729117,62.46418,88.25137,0.863
"sello",310,544978,10.30543,27.81481,0.863
"memoria",1968,1796491,65.42284,91.69003,0.863
"salud",6947,5554480,230.94127,283.49179,0.863
"comodidad",223,479571,7.41326,24.47654,0.863
"contemporáneo",562,735592,18.68274,37.54344,0.863
"aclarar",1149,1179681,38.19656,60.20904,0.863
"guardar",1502,1447144,49.93145,73.85992,0.862
"religión",595,762360,19.77977,38.90964,0.862
"defecto",414,625768,13.76273,31.93820,0.862
"rayo",190,456693,6.31623,23.30888,0.862
"atrapar",166,438642,5.51839,22.38759,0.862
"liderar",615,778532,20.44464,39.73503,0.862
"documentación",847,954025,28.15708,48.69191,0.862
"devolver",762,889837,25.33140,45.41586,0.862
"brindar",1890,1742507,62.82986,88.93478,0.862
"corporativo",295,537456,9.80678,27.43090,0.862
"malo",3464,2933607,115.15483,149.72662,0.862
"comercio",2434,2155003,80.91422,109.98792,0.862
"caza",126,410198,4.18866,20.93585,0.862
"respectivo",905,999548,30.08520,51.01534,0.861
"diverso",4435,3669266,147.43408,187.27348,0.861
"éxito",2944,2543415,97.86831,129.81184,0.861
"cd",108,398045,3.59028,20.31558,0.861
"cabeza",3069,2638222,102.02372,134.65063,0.861
"inclusión",286,532926,9.50759,27.19969,0.861
"científico",2916,2522871,96.93749,128.76331,0.861
"molestar",339,573372,11.26948,29.26399,0.861
"frase",954,1038793,31.71412,53.01834,0.861
"nave",359,589193,11.93435,30.07147,0.861
"traje",186,458791,6.18326,23.41596,0.860
"apostar",684,835965,22.73842,42.66632,0.860
"seguramente",826,943767,27.45897,48.16836,0.860
"opinar",466,671309,15.49138,34.26254,0.860
"calificación",278,529440,9.24164,27.02177,0.860
"cadena",1504,1458405,49.99794,74.43466,0.860
"optar",783,912383,26.02951,46.56657,0.860
